,index,Series,Country,Year,Value
4286,CMR,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Cameroon,2018,44.4300003051758
4287,LSO,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Lesotho,2018,32.2350006103516
4288,BIH,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Bosnia and Herzegovina,2018,19.2700004577637
4289,BEN,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Benin,2018,31.4829998016357
4290,SOM,Net ODA received per capita (current US$),Somalia,2018,102.210787482767
4291,MYS,Net ODA received per capita (current US$),Malaysia,2018,-1.06391286460436
4292,CHN,Net ODA received per capita (current US$),China (People's Republic of),2018,-0.502773118374669
4293,IND,Net ODA received per capita (current US$),India,2018,1.7983813329333
4294,NER,Net ODA received per capita (current US$),Niger,2018,57.9570642020763
4295,UGA,Net ODA received per capita (current US$),Uganda,2018,46.8643009616146
4296,HTI,Net ODA received per capita (current US$),Haiti,2018,92.3620705095464
4297,DMA,Net ODA received per capita (current US$),Dominica,2018,380.384910750146
4298,TZA,Net ODA received per capita (current US$),Tanzania,2018,42.2651270050029
4299,GUY,Net ODA received per capita (current US$),Guyana,2018,132.626535370695
4300,BFA,Net ODA received per capita (current US$),Burkina Faso,2018,58.2345015226142
4301,ZAF,Net ODA received per capita (current US$),South Africa,2018,16.0616643392154
4302,DJI,Net ODA received per capita (current US$),Djibouti,2018,169.523590870114
4303,SSD,Net ODA received per capita (current US$),South Sudan,2018,151.750848866832
4304,JOR,Net ODA received per capita (current US$),Jordan,2018,241.504082285598
4305,DZA,Net ODA received per capita (current US$),Algeria,2018,3.44908952385635
4306,STP,Net ODA received per capita (current US$),Sao Tome and Principe,2018,246.896057163562
4307,JAM,Net ODA received per capita (current US$),Jamaica,2018,35.674211878931
4308,AFG,Net ODA received per capita (current US$),Afghanistan,2018,103.374828118877
4309,MDV,Net ODA received per capita (current US$),Maldives,2018,268.357010351604
4310,CUB,Net ODA received per capita (current US$),Cuba,2018,66.1867831675302
4311,VNM,Net ODA received per capita (current US$),Viet Nam,2018,17.3296272128212
4312,AGO,Net ODA received per capita (current US$),Angola,2018,5.20312179697455
4313,BGD,Net ODA received per capita (current US$),Bangladesh,2018,18.6014564100755
4314,TJK,Net ODA received per capita (current US$),Tajikistan,2018,44.231393673974
4315,BDI,Net ODA received per capita (current US$),Burundi,2018,39.2762094367772
4316,MUS,Net ODA received per capita (current US$),Mauritius,2018,54.7062649979516
4317,KHM,Net ODA received per capita (current US$),Cambodia,2018,48.885390932357
4318,GRD,Net ODA received per capita (current US$),Grenada,2018,260.50985547299
4319,ATG,Net ODA received per capita (current US$),Antigua and Barbuda,2018,192.085220150063
4320,BLZ,Net ODA received per capita (current US$),Belize,2018,88.544915881169
4321,MEX,Net ODA received per capita (current US$),Mexico,2018,4.42861803950008
4322,EGY,Net ODA received per capita (current US$),Egypt,2018,20.0586519903121
4323,CPV,Net ODA received per capita (current US$),Cabo Verde,2018,147.548500844354
4324,MAR,Net ODA received per capita (current US$),Morocco,2018,22.7769746511029
4325,SLE,Net ODA received per capita (current US$),Sierra Leone,2018,64.6408649763453
4326,MKD,Net ODA received per capita (current US$),North Macedonia,2018,82.0338179122024
4327,TGO,Net ODA received per capita (current US$),Togo,2018,41.845834936463
4328,GAB,Net ODA received per capita (current US$),Gabon,2018,53.3710572130855
4329,GMB,Net ODA received per capita (current US$),Gambia,2018,95.7619831858489
4330,LAO,Net ODA received per capita (current US$),Lao People's Democratic Republic,2018,82.8627013452733
4331,MNG,Net ODA received per capita (current US$),Mongolia,2018,105.439612613172
4332,ZMB,Net ODA received per capita (current US$),Zambia,2018,56.0846607077212
4333,ZWE,Net ODA received per capita (current US$),Zimbabwe,2018,52.7870239666612
4334,MDA,Net ODA received per capita (current US$),Moldova,2018,95.9366553674412
4335,ETH,Net ODA received per capita (current US$),Ethiopia,2018,44.4613061116848
4336,XKX,Net ODA received per capita (current US$),Kosovo,2018,192.038765752072
4337,GHA,Net ODA received per capita (current US$),Ghana,2018,34.5839921135039
4338,CRI,Net ODA received per capita (current US$),Costa Rica,2018,19.7253019709383
4339,CIV,Net ODA received per capita (current US$),Côte d'Ivoire,2018,37.6594680618611
4340,ARM,Net ODA received per capita (current US$),Armenia,2018,49.9972351425404
4341,SDN,Net ODA received per capita (current US$),Sudan,2018,23.0376589522778
4342,COG,Net ODA received per capita (current US$),Congo,2018,26.9377572474306
4343,VCT,Net ODA received per capita (current US$),Saint Vincent and the Grenadines,2018,172.395775292126
4344,TLS,Net ODA received per capita (current US$),Timor-Leste,2018,164.560618694439
4345,THA,Net ODA received per capita (current US$),Thailand,2018,-5.89488212422088
4346,SYR,Net ODA received per capita (current US$),Syrian Arab Republic,2018,517.084809848215
4347,BLR,Net ODA received per capita (current US$),Belarus,2018,12.6255654905737
4348,TUV,Net ODA received per capita (current US$),Tuvalu,2018,2519.09809841081
4349,LBN,Net ODA received per capita (current US$),Lebanon,2018,239.008322831139
4350,HND,Net ODA received per capita (current US$),Honduras,2018,67.9005603518287
4351,YEM,Net ODA received per capita (current US$),Yemen,2018,259.344496717422
4352,TON,Net ODA received per capita (current US$),Tonga,2018,926.771250102161
4353,PRK,Net ODA received per capita (current US$),Democratic People's Republic of Korea,2018,4.70041741844273
4354,NPL,Net ODA received per capita (current US$),Nepal,2018,50.9483519220733
4355,RWA,Net ODA received per capita (current US$),Rwanda,2018,89.3486359806885
4356,COD,Net ODA received per capita (current US$),Democratic Republic of the Congo,2018,28.8687157585191
4357,MOZ,Net ODA received per capita (current US$),Mozambique,2018,61.9755172514565
4358,SLV,Net ODA received per capita (current US$),El Salvador,2018,40.3833963658875
4359,MLI,Net ODA received per capita (current US$),Mali,2018,78.1035751249555
4360,PER,Net ODA received per capita (current US$),Peru,2018,13.9992165733572
4361,GNQ,Net ODA received per capita (current US$),Equatorial Guinea,2018,4.47376343390091
4362,BTN,Net ODA received per capita (current US$),Bhutan,2018,141.609453623881
4363,LCA,Net ODA received per capita (current US$),Saint Lucia,2018,48.120167856273
4364,KEN,Net ODA received per capita (current US$),Kenya,2018,49.8667717708048
4365,KGZ,Net ODA received per capita (current US$),Kyrgyzstan,2018,69.4201924267383
4366,NIC,Net ODA received per capita (current US$),Nicaragua,2018,53.8416677180439
4367,FSM,Net ODA received per capita (current US$),Micronesia,2018,890.569651899208
4368,PNG,Net ODA received per capita (current US$),Papua New Guinea,2018,84.7176272574285
4369,TKM,Net ODA received per capita (current US$),Turkmenistan,2018,3.37341738481868
4370,ERI,Net ODA received per capita (current US$),Eritrea,2018,24.4501751809149
4371,SUR,Net ODA received per capita (current US$),Suriname,2018,23.8835136474164
4372,PAK,Net ODA received per capita (current US$),Pakistan,2018,6.31220431658943
4373,PAN,Net ODA received per capita (current US$),Panama,2018,9.39678348375991
4374,VEN,Net ODA received per capita (current US$),Venezuela,2018,4.99838182356158
4375,MNE,Net ODA received per capita (current US$),Montenegro,2018,251.065931277015
4376,MHL,Net ODA received per capita (current US$),Marshall Islands,2018,1182.89159420468
4377,BWA,Net ODA received per capita (current US$),Botswana,2018,35.0206752419205
4378,PHL,Net ODA received per capita (current US$),Philippines,2018,5.04196272689212
4379,TUN,Net ODA received per capita (current US$),Tunisia,2018,67.6105937952421
4380,SRB,Net ODA received per capita (current US$),Serbia,2018,153.255145948015
4381,ECU,Net ODA received per capita (current US$),Ecuador,2018,23.7475185565557
4382,SWZ,Net ODA received per capita (current US$),Eswatini,2018,104.539012811302
4383,MRT,Net ODA received per capita (current US$),Mauritania,2018,105.001225246699
4384,NGA,Net ODA received per capita (current US$),Nigeria,2018,16.6506356563226
4385,SLB,Net ODA received per capita (current US$),Solomon Islands,2018,296.640567613442
4386,GTM,Net ODA received per capita (current US$),Guatemala,2018,24.4339166283456
4387,PLW,Net ODA received per capita (current US$),Palau,2018,4732.42280091398
4388,TUR,Net ODA received per capita (current US$),Türkiye,2018,14.3679513213652
4389,COM,Net ODA received per capita (current US$),Comoros,2018,117.195001702836
4390,MWI,Net ODA received per capita (current US$),Malawi,2018,69.6487476988029
4391,AZE,Net ODA received per capita (current US$),Azerbaijan,2018,8.79497104801965
4392,COL,Net ODA received per capita (current US$),Colombia,2018,36.1416352597694
4393,ALB,Net ODA received per capita (current US$),Albania,2018,120.193578586226
4394,LBY,Net ODA received per capita (current US$),Libya,2018,46.8462007747203
4395,DOM,Net ODA received per capita (current US$),Dominican Republic,2018,8.29499288532612
4396,GEO,Net ODA received per capita (current US$),Georgia,2018,158.081907841796
4397,LBR,Net ODA received per capita (current US$),Liberia,2018,121.477298953393
4398,LKA,Net ODA received per capita (current US$),Sri Lanka,2018,-11.4102443242656
4399,KAZ,Net ODA received per capita (current US$),Kazakhstan,2018,4.3766699282645
4400,KIR,Net ODA received per capita (current US$),Kiribati,2018,654.583217700632
4401,VUT,Net ODA received per capita (current US$),Vanuatu,2018,440.433512641881
4402,WSM,Net ODA received per capita (current US$),Samoa,2018,610.86979129101
4403,CAF,Net ODA received per capita (current US$),Central African Republic,2018,125.824861484297
4404,PSE,Net ODA received per capita (current US$),West Bank and Gaza Strip,2018,502.542392409989
4405,UKR,Net ODA received per capita (current US$),Ukraine,2018,27.4128407650315
4406,TCD,Net ODA received per capita (current US$),Chad,2018,56.093835432423
4407,IRQ,Net ODA received per capita (current US$),Iraq,2018,56.6782565322076
4408,SEN,Net ODA received per capita (current US$),Senegal,2018,64.1448362743544
4409,ARG,Net ODA received per capita (current US$),Argentina,2018,1.64559660024295
4410,NRU,Net ODA received per capita (current US$),Nauru,2018,3147.43364469112
4411,MDG,Net ODA received per capita (current US$),Madagascar,2018,28.1231764556047
4412,NAM,Net ODA received per capita (current US$),Namibia,2018,66.3014199727312
4413,BRA,Net ODA received per capita (current US$),Brazil,2018,2.11727281082965
4414,MMR,Net ODA received per capita (current US$),Myanmar,2018,32.5036932891923
4415,GNB,Net ODA received per capita (current US$),Guinea-Bissau,2018,79.8044604248868
4416,IDN,Net ODA received per capita (current US$),Indonesia,2018,3.60467810839927
4417,GIN,Net ODA received per capita (current US$),Guinea,2018,52.0929593129205
4418,IRN,Net ODA received per capita (current US$),Iran,2018,1.94422736206699
4419,PRY,Net ODA received per capita (current US$),Paraguay,2018,25.5520127781246
4420,BOL,Net ODA received per capita (current US$),Bolivia,2018,62.7962402653583
4421,FJI,Net ODA received per capita (current US$),Fiji,2018,131.632783190246
4422,UZB,Net ODA received per capita (current US$),Uzbekistan,2018,32.10573933368
4423,CMR,Net ODA received per capita (current US$),Cameroon,2018,46.4729342545283
4424,LSO,Net ODA received per capita (current US$),Lesotho,2018,69.953960550276
4425,BIH,Net ODA received per capita (current US$),Bosnia and Herzegovina,2018,104.722499447585
4426,BEN,Net ODA received per capita (current US$),Benin,2018,48.1278996080694
4427,SOM,"Revenue, excluding grants (% of GDP)",Somalia,2018,0.000130755945166926
4428,MYS,"Revenue, excluding grants (% of GDP)",Malaysia,2018,16.0856460991559
4429,CHN,"Revenue, excluding grants (% of GDP)",China (People's Republic of),2018,16.5358955398493
4430,IND,"Revenue, excluding grants (% of GDP)",India,2018,13.1885329486481
4432,UGA,"Revenue, excluding grants (% of GDP)",Uganda,2018,12.4765065856495
4435,TZA,"Revenue, excluding grants (% of GDP)",Tanzania,2018,13.9060326272202
4437,BFA,"Revenue, excluding grants (% of GDP)",Burkina Faso,2018,16.8227576880022
4438,ZAF,"Revenue, excluding grants (% of GDP)",South Africa,2018,28.4416643219878
4441,JOR,"Revenue, excluding grants (% of GDP)",Jordan,2018,23.4343101408303
4444,JAM,"Revenue, excluding grants (% of GDP)",Jamaica,2018,31.0265093467497
4449,AGO,"Revenue, excluding grants (% of GDP)",Angola,2018,21.9878346209318
4450,BGD,"Revenue, excluding grants (% of GDP)",Bangladesh,2018,8.70480535725308
4453,MUS,"Revenue, excluding grants (% of GDP)",Mauritius,2018,21.8880391711179
4454,KHM,"Revenue, excluding grants (% of GDP)",Cambodia,2018,19.9195338369313
4458,MEX,"Revenue, excluding grants (% of GDP)",Mexico,2018,18.8426114280253
4461,MAR,"Revenue, excluding grants (% of GDP)",Morocco,2018,23.8782132748568
4463,MKD,"Revenue, excluding grants (% of GDP)",North Macedonia,2018,26.8205511623931
4464,TGO,"Revenue, excluding grants (% of GDP)",Togo,2018,15.3121781712407
4465,GAB,"Revenue, excluding grants (% of GDP)",Gabon,2018,16.7820062631389
4468,MNG,"Revenue, excluding grants (% of GDP)",Mongolia,2018,28.506963137281
4469,ZMB,"Revenue, excluding grants (% of GDP)",Zambia,2018,19.4109624853589
4470,ZWE,"Revenue, excluding grants (% of GDP)",Zimbabwe,2018,8.11695486975476
4471,MDA,"Revenue, excluding grants (% of GDP)",Moldova,2018,27.7082753821945
4472,ETH,"Revenue, excluding grants (% of GDP)",Ethiopia,2018,8.97336366776418
4474,GHA,"Revenue, excluding grants (% of GDP)",Ghana,2018,15.0692894867791
4475,CRI,"Revenue, excluding grants (% of GDP)",Costa Rica,2018,24.3167782701782
4476,CIV,"Revenue, excluding grants (% of GDP)",Côte d'Ivoire,2018,12.0720726017895
4477,ARM,"Revenue, excluding grants (% of GDP)",Armenia,2018,22.4536343721739
4479,COG,"Revenue, excluding grants (% of GDP)",Congo,2018,25.5446923785883
4481,TLS,"Revenue, excluding grants (% of GDP)",Timor-Leste,2018,68.2641981698221
4482,THA,"Revenue, excluding grants (% of GDP)",Thailand,2018,19.5062403830507
4484,BLR,"Revenue, excluding grants (% of GDP)",Belarus,2018,30.8473176687811
4486,LBN,"Revenue, excluding grants (% of GDP)",Lebanon,2018,19.2691713665849
4491,NPL,"Revenue, excluding grants (% of GDP)",Nepal,2018,22.0168965984884
4492,RWA,"Revenue, excluding grants (% of GDP)",Rwanda,2018,20.4131265992151
4494,MOZ,"Revenue, excluding grants (% of GDP)",Mozambique,2018,23.2762858028704
4495,SLV,"Revenue, excluding grants (% of GDP)",El Salvador,2018,24.9488391040262
4496,MLI,"Revenue, excluding grants (% of GDP)",Mali,2018,12.4310045381166
4497,PER,"Revenue, excluding grants (% of GDP)",Peru,2018,19.0593006643547
4498,GNQ,"Revenue, excluding grants (% of GDP)",Equatorial Guinea,2018,19.7974179470357
4499,BTN,"Revenue, excluding grants (% of GDP)",Bhutan,2018,22.9608152798462
4501,KEN,"Revenue, excluding grants (% of GDP)",Kenya,2018,18.6789342149032
4502,KGZ,"Revenue, excluding grants (% of GDP)",Kyrgyzstan,2018,28.0042382526007
4503,NIC,"Revenue, excluding grants (% of GDP)",Nicaragua,2018,16.9619879683714
4504,FSM,"Revenue, excluding grants (% of GDP)",Micronesia,2018,44.6886455753867
4505,PNG,"Revenue, excluding grants (% of GDP)",Papua New Guinea,2018,15.4274780350673
4510,PAN,"Revenue, excluding grants (% of GDP)",Panama,2018,13.6715984044978
4513,MHL,"Revenue, excluding grants (% of GDP)",Marshall Islands,2018,32.5846451675851
4514,BWA,"Revenue, excluding grants (% of GDP)",Botswana,2018,30.7078306497006
4515,PHL,"Revenue, excluding grants (% of GDP)",Philippines,2018,15.518451436483
4517,SRB,"Revenue, excluding grants (% of GDP)",Serbia,2018,40.2796613535476
4522,SLB,"Revenue, excluding grants (% of GDP)",Solomon Islands,2018,29.1969480348095
4523,GTM,"Revenue, excluding grants (% of GDP)",Guatemala,2018,11.6944394175007
4524,PLW,"Revenue, excluding grants (% of GDP)",Palau,2018,27.1479389372562
4525,TUR,"Revenue, excluding grants (% of GDP)",Türkiye,2018,30.5196406146873
4527,MWI,"Revenue, excluding grants (% of GDP)",Malawi,2018,12.9506570375594
4528,AZE,"Revenue, excluding grants (% of GDP)",Azerbaijan,2018,39.416628377366
4529,COL,"Revenue, excluding grants (% of GDP)",Colombia,2018,23.4754945083621
4530,ALB,"Revenue, excluding grants (% of GDP)",Albania,2018,25.4774455912425
4532,DOM,"Revenue, excluding grants (% of GDP)",Dominican Republic,2018,15.2091862890194
4533,GEO,"Revenue, excluding grants (% of GDP)",Georgia,2018,25.8469844885806
4535,LKA,"Revenue, excluding grants (% of GDP)",Sri Lanka,2018,12.5063969532141
4536,KAZ,"Revenue, excluding grants (% of GDP)",Kazakhstan,2018,16.0036830878528
4537,KIR,"Revenue, excluding grants (% of GDP)",Kiribati,2018,113.612293761304
4538,VUT,"Revenue, excluding grants (% of GDP)",Vanuatu,2018,30.2743997866471
4539,WSM,"Revenue, excluding grants (% of GDP)",Samoa,2018,30.8891254359555
4540,CAF,"Revenue, excluding grants (% of GDP)",Central African Republic,2018,8.81798776425636
4541,PSE,"Revenue, excluding grants (% of GDP)",West Bank and Gaza Strip,2018,20.7943589392946
4542,UKR,"Revenue, excluding grants (% of GDP)",Ukraine,2018,32.1350394028568
4544,IRQ,"Revenue, excluding grants (% of GDP)",Iraq,2018,39.0612217990099
4545,SEN,"Revenue, excluding grants (% of GDP)",Senegal,2018,19.7714280713722
4546,ARG,"Revenue, excluding grants (% of GDP)",Argentina,2018,17.7024483876111
4547,NRU,"Revenue, excluding grants (% of GDP)",Nauru,2018,108.4737933625
4548,MDG,"Revenue, excluding grants (% of GDP)",Madagascar,2018,11.4412914065292
4549,NAM,"Revenue, excluding grants (% of GDP)",Namibia,2018,34.0160420379975
4550,BRA,"Revenue, excluding grants (% of GDP)",Brazil,2018,28.5828852342878
4551,MMR,"Revenue, excluding grants (% of GDP)",Myanmar,2018,7.57648609624229
4553,IDN,"Revenue, excluding grants (% of GDP)",Indonesia,2018,12.9932846600446
4556,PRY,"Revenue, excluding grants (% of GDP)",Paraguay,2018,17.331779790204
4558,FJI,"Revenue, excluding grants (% of GDP)",Fiji,2018,26.2378048524724
4559,UZB,"Revenue, excluding grants (% of GDP)",Uzbekistan,2018,21.3918322835722
4560,CMR,"Revenue, excluding grants (% of GDP)",Cameroon,2018,15.1505199201345
4561,LSO,"Revenue, excluding grants (% of GDP)",Lesotho,2018,37.0634973377512
4562,BIH,"Revenue, excluding grants (% of GDP)",Bosnia and Herzegovina,2018,38.8980796167573
4564,SOM,External debt stocks (% of GNI),Somalia,2018,95.5618075813996
4566,CHN,External debt stocks (% of GNI),China (People's Republic of),2018,14.1795029503107
4567,IND,External debt stocks (% of GNI),India,2018,19.4850947514627
4568,NER,External debt stocks (% of GNI),Niger,2018,23.7998210452458
4569,UGA,External debt stocks (% of GNI),Uganda,2018,38.48388113299
4570,HTI,External debt stocks (% of GNI),Haiti,2018,13.4486862360219
4571,DMA,External debt stocks (% of GNI),Dominica,2018,50.0923354818796
4572,TZA,External debt stocks (% of GNI),Tanzania,2018,39.7822058162764
4573,GUY,External debt stocks (% of GNI),Guyana,2018,33.7612172559344
4574,BFA,External debt stocks (% of GNI),Burkina Faso,2018,69.0244293832836
4575,ZAF,External debt stocks (% of GNI),South Africa,2018,45.7829205424089
4576,DJI,External debt stocks (% of GNI),Djibouti,2018,83.7652331895284
4578,JOR,External debt stocks (% of GNI),Jordan,2018,74.7095781961394
4579,DZA,External debt stocks (% of GNI),Algeria,2018,3.34912306725319
4580,STP,External debt stocks (% of GNI),Sao Tome and Principe,2018,61.2562613805187
4581,JAM,External debt stocks (% of GNI),Jamaica,2018,112.920882815683
4582,AFG,External debt stocks (% of GNI),Afghanistan,2018,14.6855117580624
4583,MDV,External debt stocks (% of GNI),Maldives,2018,48.6570246034867
4585,VNM,External debt stocks (% of GNI),Viet Nam,2018,36.4842741041509
4586,AGO,External debt stocks (% of GNI),Angola,2018,88.881352729641
4587,BGD,External debt stocks (% of GNI),Bangladesh,2018,17.0807053740378
4588,TJK,External debt stocks (% of GNI),Tajikistan,2018,67.7354286836061
4589,BDI,External debt stocks (% of GNI),Burundi,2018,21.9439913661523
4590,MUS,External debt stocks (% of GNI),Mauritius,2018,70.7456525752922
4591,KHM,External debt stocks (% of GNI),Cambodia,2018,59.0567020819788
4592,GRD,External debt stocks (% of GNI),Grenada,2018,52.4246866158703
4594,BLZ,External debt stocks (% of GNI),Belize,2018,77.9162771329343
4595,MEX,External debt stocks (% of GNI),Mexico,2018,50.990382630051
4596,EGY,External debt stocks (% of GNI),Egypt,2018,40.8144242407498
4597,CPV,External debt stocks (% of GNI),Cabo Verde,2018,92.0672775948552
4598,MAR,External debt stocks (% of GNI),Morocco,2018,43.4998468758186
4599,SLE,External debt stocks (% of GNI),Sierra Leone,2018,46.2612513053363
4600,MKD,External debt stocks (% of GNI),North Macedonia,2018,71.3313099046386
4601,TGO,External debt stocks (% of GNI),Togo,2018,24.1881966390005
4602,GAB,External debt stocks (% of GNI),Gabon,2018,43.2325651258241
4603,GMB,External debt stocks (% of GNI),Gambia,2018,44.072554325813
4604,LAO,External debt stocks (% of GNI),Lao People's Democratic Republic,2018,89.4986411839658
4605,MNG,External debt stocks (% of GNI),Mongolia,2018,249.40957334211
4606,ZMB,External debt stocks (% of GNI),Zambia,2018,90.8182447262937
4607,ZWE,External debt stocks (% of GNI),Zimbabwe,2018,70.8730516108162
4608,MDA,External debt stocks (% of GNI),Moldova,2018,61.9624065142248
4609,ETH,External debt stocks (% of GNI),Ethiopia,2018,33.1877790567397
4610,XKX,External debt stocks (% of GNI),Kosovo,2018,29.0280281790449
4611,GHA,External debt stocks (% of GNI),Ghana,2018,36.6813360748667
4612,CRI,External debt stocks (% of GNI),Costa Rica,2018,48.0487028324686
4613,CIV,External debt stocks (% of GNI),Côte d'Ivoire,2018,29.0231575755555
4614,ARM,External debt stocks (% of GNI),Armenia,2018,84.7327024150273
4615,SDN,External debt stocks (% of GNI),Sudan,2018,71.411053131064
4616,COG,External debt stocks (% of GNI),Congo,2018,44.4912934592885
4617,VCT,External debt stocks (% of GNI),Saint Vincent and the Grenadines,2018,36.583927757112
4618,TLS,External debt stocks (% of GNI),Timor-Leste,2018,6.98235226787742
4619,THA,External debt stocks (% of GNI),Thailand,2018,35.7717678150632
4620,SYR,External debt stocks (% of GNI),Syrian Arab Republic,2018,22.190623935888
4621,BLR,External debt stocks (% of GNI),Belarus,2018,67.0007177046736
4623,LBN,External debt stocks (% of GNI),Lebanon,2018,148.078964290433
4624,HND,External debt stocks (% of GNI),Honduras,2018,41.3430310885621
4625,YEM,External debt stocks (% of GNI),Yemen,2018,32.5921968082335
4626,TON,External debt stocks (% of GNI),Tonga,2018,36.0365592460021
4628,NPL,External debt stocks (% of GNI),Nepal,2018,16.5353617325559
4629,RWA,External debt stocks (% of GNI),Rwanda,2018,61.1216544773822
4630,COD,External debt stocks (% of GNI),Democratic Republic of the Congo,2018,14.933244450936
4631,MOZ,External debt stocks (% of GNI),Mozambique,2018,344.935458558451
4632,SLV,External debt stocks (% of GNI),El Salvador,2018,68.1230824785058
4633,MLI,External debt stocks (% of GNI),Mali,2018,27.8021318627008
4634,PER,External debt stocks (% of GNI),Peru,2018,31.5517793429392
4636,BTN,External debt stocks (% of GNI),Bhutan,2018,114.609169810315
4637,LCA,External debt stocks (% of GNI),Saint Lucia,2018,31.5201877254619
4638,KEN,External debt stocks (% of GNI),Kenya,2018,34.614052297906
4639,KGZ,External debt stocks (% of GNI),Kyrgyzstan,2018,101.813934905275
4640,NIC,External debt stocks (% of GNI),Nicaragua,2018,105.093806337398
4642,PNG,External debt stocks (% of GNI),Papua New Guinea,2018,75.4442354276022
4643,TKM,External debt stocks (% of GNI),Turkmenistan,2018,20.8989151550405
4646,PAK,External debt stocks (% of GNI),Pakistan,2018,28.2938244368225
4649,MNE,External debt stocks (% of GNI),Montenegro,2018,144.064226423153
4651,BWA,External debt stocks (% of GNI),Botswana,2018,11.6244139452357
4652,PHL,External debt stocks (% of GNI),Philippines,2018,20.5741936385958
4653,TUN,External debt stocks (% of GNI),Tunisia,2018,84.3110871156281
4654,SRB,External debt stocks (% of GNI),Serbia,2018,64.620136584088
4655,ECU,External debt stocks (% of GNI),Ecuador,2018,42.9801898449104
4656,SWZ,External debt stocks (% of GNI),Eswatini,2018,17.6313963652851
4657,MRT,External debt stocks (% of GNI),Mauritania,2018,71.4445292526413
4658,NGA,External debt stocks (% of GNI),Nigeria,2018,14.3065013701285
4659,SLB,External debt stocks (% of GNI),Solomon Islands,2018,20.8189183178083
4660,GTM,External debt stocks (% of GNI),Guatemala,2018,33.8532384316669
4662,TUR,External debt stocks (% of GNI),Türkiye,2018,58.4353731121251
4663,COM,External debt stocks (% of GNI),Comoros,2018,20.6678058753451
4664,MWI,External debt stocks (% of GNI),Malawi,2018,23.317652233651
4665,AZE,External debt stocks (% of GNI),Azerbaijan,2018,36.1420894295288
4666,COL,External debt stocks (% of GNI),Colombia,2018,40.8840234750979
4667,ALB,External debt stocks (% of GNI),Albania,2018,63.7540674667037
4669,DOM,External debt stocks (% of GNI),Dominican Republic,2018,38.9233459987385
4670,GEO,External debt stocks (% of GNI),Georgia,2018,102.446924629924
4671,LBR,External debt stocks (% of GNI),Liberia,2018,38.7698580238404
4672,LKA,External debt stocks (% of GNI),Sri Lanka,2018,61.8473730194491
4673,KAZ,External debt stocks (% of GNI),Kazakhstan,2018,99.9939643536536
4675,VUT,External debt stocks (% of GNI),Vanuatu,2018,42.7068553141601
4676,WSM,External debt stocks (% of GNI),Samoa,2018,53.96388100318
4677,CAF,External debt stocks (% of GNI),Central African Republic,2018,32.915264725228
4679,UKR,External debt stocks (% of GNI),Ukraine,2018,92.2126191482911
4680,TCD,External debt stocks (% of GNI),Chad,2018,29.2865967921136
4681,IRQ,External debt stocks (% of GNI),Iraq,2018,12.3173455676052
4682,SEN,External debt stocks (% of GNI),Senegal,2018,84.3058036234583
4683,ARG,External debt stocks (% of GNI),Argentina,2018,54.8963520177766
4685,MDG,External debt stocks (% of GNI),Madagascar,2018,28.14659519247
4687,BRA,External debt stocks (% of GNI),Brazil,2018,30.0166633035807
4688,MMR,External debt stocks (% of GNI),Myanmar,2018,16.4689191050328
4689,GNB,External debt stocks (% of GNI),Guinea-Bissau,2018,40.8468837991468
4690,IDN,External debt stocks (% of GNI),Indonesia,2018,37.5379955202778
4691,GIN,External debt stocks (% of GNI),Guinea,2018,22.664523638725
4692,IRN,External debt stocks (% of GNI),Iran,2018,1.73603991294166
4693,PRY,External debt stocks (% of GNI),Paraguay,2018,40.6449054208688
4694,BOL,External debt stocks (% of GNI),Bolivia,2018,33.7006008149571
4695,FJI,External debt stocks (% of GNI),Fiji,2018,23.8620822908502
4696,UZB,External debt stocks (% of GNI),Uzbekistan,2018,32.5238459528116
4697,CMR,External debt stocks (% of GNI),Cameroon,2018,27.8990537410638
4698,LSO,External debt stocks (% of GNI),Lesotho,2018,51.1018538058843
4699,BIH,External debt stocks (% of GNI),Bosnia and Herzegovina,2018,64.4860998976782
4700,BEN,External debt stocks (% of GNI),Benin,2018,25.4475355249554
4701,SOM,"Foreign direct investment, net inflows (% of GDP)",Somalia,2018,6.96721310735148
4702,MYS,"Foreign direct investment, net inflows (% of GDP)",Malaysia,2018,2.31456942039031
4703,CHN,"Foreign direct investment, net inflows (% of GDP)",China (People's Republic of),2018,1.69390529382619
4704,IND,"Foreign direct investment, net inflows (% of GDP)",India,2018,1.55821479344505
4705,NER,"Foreign direct investment, net inflows (% of GDP)",Niger,2018,3.63849343946544
4706,UGA,"Foreign direct investment, net inflows (% of GDP)",Uganda,2018,3.20512811057536
4707,HTI,"Foreign direct investment, net inflows (% of GDP)",Haiti,2018,0.638102587627495
4708,DMA,"Foreign direct investment, net inflows (% of GDP)",Dominica,2018,14.1109143908535
4709,TZA,"Foreign direct investment, net inflows (% of GDP)",Tanzania,2018,1.70441060169976
4710,GUY,"Foreign direct investment, net inflows (% of GDP)",Guyana,2018,24.6552899505381
4711,BFA,"Foreign direct investment, net inflows (% of GDP)",Burkina Faso,2018,1.68919955715947
4712,ZAF,"Foreign direct investment, net inflows (% of GDP)",South Africa,2018,1.37803508753579
